房源标题,网页网址,性别要求,房屋类型,合租/整租,地址,每月租金,出租时长,时间,学校,出租方式,房源,联系方式
"免傭         
    
 太子新裝6F唐7樓

1房1廳套房，實用約200呎租$6500元，獨立廁所及開放式廚房, 已安裝冷氣, 抽油煙機, 熱水爐,",https://bbs.gter.net/thread-2592384-1-1.html,男性,唐楼,整租,旺角消防局,6500,0,2024-03-01,,中介/其他,寄托天下,电话:61253382/ 微信:-/ wh:-
香港大學附近堅尼地城二室一厅550尺16400全家具连電器非中介8月下旬隨时起租,https://bbs.gter.net/thread-2592379-1-1.html,男女皆可,洋楼,整租,-,16400,1年,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
性价比超级高,https://bbs.gter.net/thread-2592378-1-1.html,男女皆可,洋楼,整租,坚尼地城,5800,0,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:keliyuan2011
拎包入住！！高性价比出租港湾豪庭精装修大房！！,https://bbs.gter.net/thread-2592371-1-1.html,女性,屋苑,合租,港湾豪庭,8050,10个月,2024-03-01,,个人,寄托天下,电话:52699533/ 微信:-/ wh:52699533
转租｜到cuhk 13分钟，马鞍山新港城三室中的单间，大飘窗采光好，家具齐全，包水电网,https://bbs.gter.net/thread-2592368-1-1.html,女性,其他,合租,新港城中心,5000,3个月,2024-03-01,,中介/其他,寄托天下,电话:18761177817/ 微信:-/ wh:-
旺角超靚单间转租6500全包,https://bbs.gter.net/thread-2592360-1-1.html,女性,酒店式公寓,合租,港宾大厦,6500,5个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
港島西營盤兩房一廳連家具電器13850元8月起租,https://bbs.gter.net/thread-2592351-1-1.html,男女皆可,洋楼,整租,-,13850,1年,2024-03-01,,房东,寄托天下,电话:96633873/ 微信:-/ wh:-
离科大最近！[ 只要科大女生 ] 步行几分钟到港科大  大埔仔下村  转租女生单间，家电齐全拎包入住，包水电网费，每周一次清洁,https://bbs.gter.net/thread-2592350-1-1.html,女性,村屋,合租,大埔仔村,6300,0,2024-03-01,港中文,中介/其他,寄托天下,电话:56274648/ 微信:-/ wh:-
尖沙咀高性价比独立小套间降价转租！,https://bbs.gter.net/thread-2592345-1-1.html,男性,洋楼,整租,侨丰大厦,6000,0,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
转租超低价黄大仙地铁站洋楼次卧,https://bbs.gter.net/thread-2592332-1-1.html,女性,洋楼,合租,新光中心1座,4600,0,2024-03-01,,房东,寄托天下,电话:69754875/ 微信:-/ wh:69754875
大埔仔studio四月五月短租,https://bbs.gter.net/thread-2592274-1-1.html,男女皆可,村屋,整租,-,6000,2个月,2024-03-01,港中文,个人,寄托天下,电话:-/ 微信:-/ wh:-
九龙湾商住套房,https://bbs.gter.net/thread-2592273-1-1.html,男女皆可,其他,整租,合力工业中心A座,6500,0,2024-03-01,,房东,寄托天下,电话:00852-69795210/ 微信:-/ wh:-
鲗鱼涌附近房间出租，包水电，押一付一,https://bbs.gter.net/thread-2592272-1-1.html,男性,屋苑,合租,康景花园,6000,0,2024-03-01,,房东,寄托天下,电话:64019667/ 微信:-/ wh:-
（短租/長租）城大浸大理大港漂20萬裝修 3單間2卫生間大厅大厨每單間 4.9k包寬頻浸大6分钟城大7分钟理大9分钟問我取视频,https://bbs.gter.net/thread-2592271-1-1.html,男性,其他,合租,协群楼,4900,0,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
免佣，上水新裝，一房一廳 獨立廚厠,https://bbs.gter.net/thread-2592241-1-1.html,男女皆可,唐楼,整租,北區上水特格傢俬(海禧華庭北),5600,0,2024-03-01,港中文,房东,寄托天下,电话:-/ 微信:-/ wh:-
红磡黄埔花园转租3.5-8.4临地铁站大窗大房，高性价比，生活便利,https://bbs.gter.net/thread-2592231-1-1.html,女性,屋苑,合租,黄埔花园锦桃苑,5533,5个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:54605782
北角非常新洋楼高层性价比转租大床房,https://bbs.gter.net/thread-2592230-1-1.html,女性,洋楼,合租,国宾大厦,7800,1年,2024-03-01,,个人,寄托天下,电话:44041685/ 微信:-/ wh:44041685
港大B2口超实惠单间，5月25起租，租期灵活，伶包入住,https://bbs.gter.net/thread-2592229-1-1.html,女性,洋楼,合租,金陵阁A座,5000,0,2024-03-01,,个人,寄托天下,电话:18738243783/ 微信:-/ wh:-
（短租/長租）城大浸大理大港漂20萬裝修 3單間2卫生間大厅大厨每單間 4.9k包寬頻浸大6分钟城大7分钟理大9分钟問我 取视频,https://bbs.gter.net/thread-2592228-1-1.html,男性,其他,合租,协群楼,4900,0,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
"［上班上學之選］
無敵海景，鄰近北角碼頭",https://bbs.gter.net/thread-2592227-1-1.html,男女皆可,洋楼,整租,-,6900,1年,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
（合租）灣仔出租一房,https://bbs.gter.net/thread-2592225-1-1.html,男女皆可,洋楼,合租,-,4500,0,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:66888578
香港科技大学大埔仔村大房间转租,https://bbs.gter.net/thread-2592224-1-1.html,男性,村屋,整租,香港科技大学,4000,0,2024-03-01,港中文,房东,寄托天下,电话:-/ 微信:-/ wh:44031743
2分钟到 中文大学 精装房屋 拎包入住,https://bbs.gter.net/thread-2592219-1-1.html,男女皆可,村屋,合租,[位置],4600,0,2024-03-01,,个人,寄托天下,电话:19518744483/ 微信:-/ wh:-
24fall 港大求租两人房,https://bbs.gter.net/thread-2592206-1-1.html,nan,洋楼,整租,-,10000,1年,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
（包水电网+降价）港岛中环/金钟近港大 超好地理位置 400+尺二居室房间好价转租 4个月 家具全 限女生,https://bbs.gter.net/thread-2592196-1-1.html,女性,屋苑,合租,乐满大厦(湾仔),8700,4个月,2024-03-01,,中介/其他,寄托天下,电话:13348941797/ 微信:-/ wh:85295108516
近城大理工浸會！ 月付1w 兩室一廳石硤尾洋樓高層整租优先，也可短租一间4900,https://bbs.gter.net/thread-2594612-1-1.html,男女皆可,洋楼,整租,-,10000,4个月,2024-03-01,,中介/其他,寄托天下,电话:56261529/ 微信:-/ wh:-
房東直租，免中介，步行5分鐘到科大,https://bbs.gter.net/thread-2591523-1-1.html,男女皆可,村屋,合租,大埔仔村,3500,0,2024-03-01,,房东,寄托天下,电话:60132116/ 微信:-/ wh:60132116
近城大理工浸會！4900/月单间。廳石硤尾洋樓,https://bbs.gter.net/thread-2594614-1-1.html,男女皆可,洋楼,合租,-,4900,1年,2024-03-01,,中介/其他,寄托天下,电话:56261529/ 微信:-/ wh:-
旺角学生公寓转租,https://bbs.gter.net/thread-2597575-1-1.html,男性,洋楼,合租,旺角,6400,5个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
【24Fall大围名城租房】单人间/独卫双人间 带客厅 家电网清洁全包 会所泳池健身房 8月起租 免中介费 CityU/CUHK/BU新生欢迎～,https://bbs.gter.net/thread-2597570-1-1.html,男女皆可,屋苑,合租,名城,7000,1年,2024-03-01,港中文,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
港大地铁站转租可续租～,https://bbs.gter.net/thread-2597569-1-1.html,女性,洋楼,合租,香港大学-B1出入口,4500,0,2024-03-01,,房东,寄托天下,电话:51654016/ 微信:-/ wh:51654016
【城大生】【理大生】【浸大生】房子近石硤尾港鉄站,https://bbs.gter.net/thread-2597565-1-1.html,男女皆可,洋楼,合租,宝昌大楼,5800,1年,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
土瓜湾找室友/近地铁/有电梯,https://bbs.gter.net/thread-2597544-1-1.html,女性,洋楼,合租,( Victory Ave ) Jiaduolixuan Kowloon City District,5500,1年,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
【已出租】紅墈海韻軒 (大房)  隨時入住 長租價可議,https://bbs.gter.net/thread-2597504-1-1.html,男性,酒店式公寓,合租,海韵轩,10500,0,2024-03-01,,个人,寄托天下,电话:62783701/ 微信:-/ wh:62783701
港大B2口单人studio，房东直租免中介费,https://bbs.gter.net/thread-2597480-1-1.html,男女皆可,洋楼,整租,再发大厦,6800,1年,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
短租！酒店级漂亮安静,https://bbs.gter.net/thread-2597479-1-1.html,男女皆可,洋楼,整租,深水埗-A2出入口,6200,1个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
红磡站PolyU附近洋楼五月中转租到七月底,https://bbs.gter.net/thread-2597463-1-1.html,男性,洋楼,合租,红磡机利士大厦东南(必嘉街),3500,0,2024-03-01,,个人,寄托天下,电话:64700508/ 微信:-/ wh:-
【转租详情】太子地铁口，带窗户，开阔明亮，有冰箱，洗衣机，大客厅，近城大，理工，都大，浸会。,https://bbs.gter.net/thread-2597445-1-1.html,男女皆可,唐楼,合租,太子,4800,0,2024-03-01,,个人,寄托天下,电话:62671006/ 微信:-/ wh:-
西营盘港大B3超高性价比转租！无需找室友！包清洁！无需中介费！可续约,https://bbs.gter.net/thread-2597443-1-1.html,女性,洋楼,合租,惠苑(忠正街),7300,4个月,2024-03-01,,个人,寄托天下,电话:13693371949/ 微信:-/ wh:67397187
5-8月单间转租/港大附近/超近西营盘地铁站,https://bbs.gter.net/thread-2597442-1-1.html,女性,洋楼,合租,西营盘地铁站B3出入口,7300,3个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
海韵轩，招大房室友，近香港理工大学，5月中起租,https://bbs.gter.net/thread-2597434-1-1.html,男性,酒店式公寓,合租,海韵轩,8000,1年,2024-03-01,,个人,寄托天下,电话:56993244/ 微信:-/ wh:56993244
"中大附近 超大单人房出租
近学校 环境好",https://bbs.gter.net/thread-2597427-1-1.html,男女皆可,其他,合租,大学[地铁站],8544,1年,2024-03-01,港中文,房东,寄托天下,电话:-/ 微信:-/ wh:-
九龙油塘海傲湾一房一室转租,https://bbs.gter.net/thread-2597415-1-1.html,男女皆可,酒店式公寓,整租,鲤鱼门,14200,0,2024-03-01,,中介/其他,寄托天下,电话:85268827903/ 微信:-/ wh:85268827903
2分鐘步行地鐵站，拎包入住，可長短租期,https://bbs.gter.net/thread-2597413-1-1.html,男女皆可,洋楼,整租,渭滨楼,6500,3个月,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
【红磡海滨南岸| 双人间出租】 限女生 家具电器齐全 8月起租 一个人租或两位组队也可以 理工/都会合适,https://bbs.gter.net/thread-2597403-1-1.html,女性,屋苑,合租,海滨南岸第3座,5300,1年,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
一口价！！！！6000！无任何其他费用！ ！！,https://bbs.gter.net/thread-2597394-1-1.html,女性,洋楼,合租,康城[地铁站],6000,0,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
【短租4.8-4.24】理大附近找短租，房型啥的都好商量,https://bbs.gter.net/thread-2597385-1-1.html,女性,nan,合租,-,2500,1个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
港科大埔仔6-8月暑期短租，超大主卧配落地灯+可议价,https://bbs.gter.net/thread-2597384-1-1.html,女性,村屋,合租,清水湾道，大埔仔村[公交站],6500,0,2024-03-01,港中文,个人,寄托天下,电话:-/ 微信:-/ wh:62324010
马鞍山独卫大房转租（价格租期可议）（近港中文）,https://bbs.gter.net/thread-2597376-1-1.html,女性,屋苑,合租,-,8500,0,2024-03-01,港中文,中介/其他,寄托天下,电话:65714439/ 微信:-/ wh:-
海滨南岸 三室户型大主卧转租 高层海景房,https://bbs.gter.net/thread-2597369-1-1.html,女性,屋苑,合租,海滨南岸会所,6800,4个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:52295182
港大附近，均益二期两室一厅主卧，招短租或长租室友,https://bbs.gter.net/thread-2597359-1-1.html,男性,洋楼,合租,均益大厦第二期,6400,3个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:54466403
低价急出   可议价 将军澳东港城短租 可续租 近科大，小巴15分钟就到 楼下就是地铁口很方便，楼下跨境小巴1h直达深圳湾,https://bbs.gter.net/thread-2597345-1-1.html,男性,屋苑,合租,东港城,2500,1个月,2024-03-01,,中介/其他,寄托天下,电话:13699045602/ 微信:-/ wh:-
宝琳新都城二期小卧室转租,https://bbs.gter.net/thread-2597325-1-1.html,女性,屋苑,合租,新都城二期,5000,0,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
海韵轩！hkd4000！,https://bbs.gter.net/thread-2597292-1-1.html,女性,酒店式公寓,合租,海韵轩,4000,2个月,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
24fall理工/都会/城大uu，独立厨卫的学生公寓studio房东直租免佣，家电家私齐全,https://bbs.gter.net/thread-2597574-1-1.html,nan,洋楼,整租,-,3500,1年,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
港大附近转租女生三个月直降,https://bbs.gter.net/thread-2597576-1-1.html,女性,洋楼,合租,香港大学-B2出入口,5300,3个月,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
洪水桥精装两房出租一个房间4900全包,https://bbs.gter.net/thread-2597255-1-1.html,男性,屋苑,合租,丽虹花园2座,4900,0,2024-03-01,,房东,寄托天下,电话:13551278935/ 微信:-/ wh:52236443
港大B1口超强阳光房,https://bbs.gter.net/thread-2597583-1-1.html,女性,洋楼,合租,华明中心,6600,5个月,2024-03-01,,个人,寄托天下,电话:57490648/ 微信:-/ wh:57490648
海湾轩中层海景小房转租,https://bbs.gter.net/thread-2597796-1-1.html,男女皆可,酒店式公寓,合租,海韵轩,9200,1个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
又一居19座单人间女生7000城大附近,https://bbs.gter.net/thread-2597782-1-1.html,女性,屋苑,合租,又一居19座,7000,1个月,2024-03-01,,个人,寄托天下,电话:96353857/ 微信:-/ wh:-
红磡有房找室友，套房单间，步行5分钟到理大,https://bbs.gter.net/thread-2597781-1-1.html,男性,唐楼,合租,九龙城区长乐大厦(红磡)西北,4500,0,2024-03-01,,个人,寄托天下,电话:18983896102/ 微信:-/ wh:-
低价转租奥运利奥坊晓岸高层一房带家具,https://bbs.gter.net/thread-2597779-1-1.html,男女皆可,屋苑,整租,利奥坊MILE,16000,0,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
海韵轩 理工大学,https://bbs.gter.net/thread-2597765-1-1.html,男女皆可,酒店式公寓,合租,油尖旺区红磡海韵轩(紅樂道西),380,0,2024-03-01,,个人,寄托天下,电话:55780346/ 微信:-/ wh:55780346
堅尼地城海傍大两房！,https://bbs.gter.net/thread-2597764-1-1.html,女性,唐楼,整租,坚尼地城[地铁站],16300,3个月,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:-
近太子站大南街15平米大studio有房出租,https://bbs.gter.net/thread-2597763-1-1.html,男女皆可,唐楼,整租,耀明楼(大南街),6500,0,2024-03-01,,中介/其他,寄托天下,电话:60904825/ 微信:-/ wh:60904825
中大最近赤泥坪有房新装修出租,https://bbs.gter.net/thread-2597761-1-1.html,男女皆可,村屋,合租,赤泥坪村,4000,0,2024-03-01,港中文,房东,寄托天下,电话:13316825516/ 微信:-/ wh:-
即日到8月底超实惠短租！香港大学 均益二期 双大窗 拎包入住 超大单间 超大储物 高层安静 干净整洁 室友nice,https://bbs.gter.net/thread-2597759-1-1.html,女性,洋楼,合租,均益大厦第二期,6400,5个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
旺角 毓成楼 好房转租,https://bbs.gter.net/thread-2597757-1-1.html,男性,酒店式公寓,整租,毓成楼,6400,0,2024-03-01,,中介/其他,寄托天下,电话:13932589296/ 微信:-/ wh:-
个人转租｜九龙奥运好地段近海单间，五月中六月起租，限女生,https://bbs.gter.net/thread-2597755-1-1.html,女性,洋楼,合租,大角咀,6000,9个月,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
佐敦学生公寓studio打折转租 近港理polyu  港城cityu 浸会,https://bbs.gter.net/thread-2597727-1-1.html,男女皆可,酒店式公寓,整租,佐敦,6000,2个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
香港大學高檔大套房  傢電齊  拎包入住,https://bbs.gter.net/thread-2597714-1-1.html,男女皆可,洋楼,整租,中西區西營盤真善美大廈(皇后大道西),7500,5个月,2024-03-01,,房东,寄托天下,电话:93770882/ 微信:-/ wh:93770882
啟德兩房找大房舍友，4月起租,https://bbs.gter.net/thread-2597709-1-1.html,男女皆可,屋苑,合租,嘉汇,10000,0,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
近港大附近堅尼地城，有窗大單間，室友都是港大學生，無中介費，押二付一，限男生，租期至2025年7月31日,https://bbs.gter.net/thread-2597705-1-1.html,男性,唐楼,合租,吉席街[公交站],5900,1年4个月,2024-03-01,,房东,寄托天下,电话:-/ 微信:-/ wh:-
5月底-8月港大低价月租/短租，采光好，房间大，交通便利,https://bbs.gter.net/thread-2597704-1-1.html,女性,洋楼,合租,-,5600,0,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:-
西营盘求工作党女生室友合租，单人预算1w,https://bbs.gter.net/thread-2597697-1-1.html,女性,其他,合租,-,10000,1年,2024-03-01,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:65823788
24fall 大围名城找室友,https://bbs.gter.net/thread-2597696-1-1.html,男性,洋楼,合租,名城,6000,1年,2024-03-01,港中文,个人,寄托天下,电话:-/ 微信:-/ wh:-
黄大仙性价比超高主卧出租！,https://bbs.gter.net/thread-2597695-1-1.html,女性,洋楼,合租,新光中心1座,5900,0,2024-03-01,,个人,寄托天下,电话:-/ 微信:-/ wh:55102589
海滨南岸超大客厅转租~,https://bbs.gter.net/thread-2597691-1-1.html,女性,屋苑,合租,海滨南岸,4800,11个月,2024-03-01,,个人,寄托天下,电话:91804902/ 微信:-/ wh:91804902
配置超好酒店式公寓出租环境漂亮周围生活方便距理工大学1分钟,https://bbs.gter.net/thread-2597671-1-1.html,女性,酒店式公寓,整租,海韵轩,20300,0,2024-03-01,,个人,寄托天下,电话:JX_Jaycee/ 微信:-/ wh:-
